"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"SRWXZJVB","journalArticle","","","An integrated neural network and data envelopment analysis for supplier evaluation under incomplete information","","","","10.1016/j.eswa.2007.08.107","","Supplier evaluation and selection are critical decision making processes that require consideration of a variety of attributes. Several studies have been performed for effective evaluation and selection of suppliers by utilizing several techniques such as linear weighting methods, mathematical programming models, statistical methods and AI based techniques. One of the successful evaluation methods proposed for this purpose is data envelopment analysis (DEA), that utilizes techniques of mathematical programming to evaluate the performance of a set of homogeneous decision making units, when multiple inputs and outputs need to be considered. It is often complicated, costly and sometimes impossible to acquire all necessary information from all potential suppliers to attain a reasonable set of similar input and output values which is an essential for DEA. The purpose of this study is to explore a novel integration of neural networks (NN) and data envelopment analysis for evaluation of suppliers under incomplete information of evaluation criteria. Â© 2007 Elsevier Ltd. All rights reserved.","","2026-01-27 19:09:45","2026-01-27 19:09:45","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EV4GYK83","journalArticle","","","Comparison on neural networks and support vector machines in suppliers' selection","","","","10.1016/S1004-4132(08)60085-7","","Suppliers' selection in supply chain management (SCM) has attracted considerable research interests in recent years. Recent literatures show that neural networks achieve better performance than traditional statistical methods. However, neural networks have inherent drawbacks, such as local optimization solution, lack generalization, and uncontrolled convergence. A relatively new machine learning technique, support vector machine (SVM), which overcomes the drawbacks of neural networks, is introduced to provide a model with better explanatory power to select ideal supplier partners. Meanwhile, in practice, the suppliers' samples are very insufficient. SVMs are adaptive to deal with small samples' training and testing. The prediction accuracies for BPNN and SVM methods are compared to choose the appreciating suppliers. The actual examples illustrate that SVM methods are superior to BPNN. Â© 2008 The Second Academy of China Aerospace Science & Industry Cooperation.","","2026-01-27 19:09:45","2026-01-27 19:09:45","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LXILH3HB","journalArticle","","","Supervised machine learning approach for effective supplier classification","","","","10.1109/ICMLA.2019.00045","","Supplier assessment plays a critical role in the supply chain management, which involves the flow of goods and services from the initial stage (raw material procurement) to the final stage (delivery). Supplier assessment is a multi-criteria decision-making (MCDM) approach that requires several criteria for the proper assessment of the suppliers. When there are several criteria involved, it makes the supplier assessment process more complicated. For a comprehensive and robust assessment process, we propose the use of supervised machine learning algorithms to classify various suppliers into four categories: excellent, good, satisfactory, and unsatisfactory. In this paper, supervised learning (classification) algorithms are applied for a supplier assessment problem where a model is trained based on the previous historical data and then tested on the new unseen data set. This method will provide an efficient way for supplier assessment that is more effective in terms of accuracy and time when compared to MCDM approach. Classification algorithms such as support vector machines (with linear, polynomial and radial basis kernels), logistic regression, k-nearest neighbors, and naÃ¯ve Bayes methods are used to train the model and their performance is assessed against a test data. Finally, the performance measures from all the classification methods are used to assess the best supplier. Â© 2019 IEEE.","","2026-01-27 19:09:44","2026-01-27 19:09:44","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IY5H5NIQ","journalArticle","","","Integration of machine learning and mathematical programming methods into the biomass feedstock supplier selection process","","","","10.14809/faim.2014.0443","","Recent concerns over the use of and reliance on fossil fuels have stimulated research efforts in identifying, developing, and selecting alternative energy sources. Biofuels represent a promising replacement for conventional fuels for heating and mobility applications, however, variability in the quality and availability of biomass feedstocks greatly affect the utility of biofuels due to the impact on cost and life cycle environmental performance. Thus, methods for mitigating these potential impacts are needed when selecting biomass feedstock suppliers. In the research herein, the selection of the best supplier is investigated for a biomass supply chain (BSC) network by including both qualitative and quantitative factors. Most existing supplier-selection methods consider four steps: (1) Problem formulation, where Decision-Tree Analysis is applied as a qualitative method for defining the type of biomass feedstock materials for biofuel production, (2) Criteria definition, (3) Preevaluation of qualified suppliers, which employs the Support Vector Machine (SVM) method, and (4) Final selection. Integration of machine learning (ML) techniques and a mathematical programming model is undertaken with this method to select the most appropriate feedstock suppliers. It is shown that integrating ML and mathematical programming methods offers a promising approach to supplementing existing supplier selection methods for biomass-to-biofuel supply chains. Â© Copyright 2014 by DEStech Publications, Inc. All rights reserved.","","2026-01-27 19:09:44","2026-01-27 19:09:44","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"K82DIY63","journalArticle","","","Using artificial neural networks and analytic hierarchy process for the supplier selection problem","","","","10.1109/ISPCC.2013.6663449","","Pattern classification and its applications are classic domains of study in the area of artificial intelligence. In this study, we integrate neural networks and analytic hierarchy process for the purpose of pattern classification, and showcase the application for the supplier selection problem in the domain of procurement management. Pattern classification has been used for the purpose of supplier base rationalization. In this study, the criteria for decision making have been modeled using fuzzy logic, which further has been modeled as a multi-objective decision making process, by combining the two complementary approaches. The integrated approach drastically reduces the data points required for training and thus extends the applicability of the classifier in the supplier selection domain where the data points is not so high, as is required by classifiers. The proposed integrated approach has been further studied through a case study conducted on a multi-national firm and the results of the analysis have been discussed. Â© 2013 IEEE.","","2026-01-27 19:09:44","2026-01-27 19:09:44","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8KIMIZSM","journalArticle","","","Evaluation of material suppliers based on BP neural network under the background of big data","","","","10.1109/MSIEID52046.2020.00010","","Nowdays for construction enterprises, there are more material suppliers to choose under the background of big data application in construction industry. Therefore how to evaluate and select the material suppliers correctly and wisely become a particularly important work for manager to control the cost and quality of a project. Firstly, the material supplier evaluation index system is constructed, then the method of obtaining relevant data is put forward. Based on the above, the material supplier evaluation model is constructed by using the BP neural network algorithm. Finally, the applicability and reliability of this model are demonstrated through an example, which provides reference for the evaluation of material suppliers in the practice of building materials procurement. Â© 2020 IEEE.","","2026-01-27 19:09:44","2026-01-27 19:09:44","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2CP7YX6Q","journalArticle","","","Supply and demand matching model for third party logistics integrated platform","","","","10.1109/JCAI.2009.160","","In order to improve the supplier selection and matching supply with demand for third party logistics integrated platform, this paper proposes a three-layer evaluation index system for supply and demand matching considering factors of service areas and cooperation experiences, establishes a supply and demand matching model based on neural network. This model perfectly simulates the process of fuzzy integral diagnosis, with corresponding parameters of adaptive learning and training index systems of fuzzy neural network. Experiments show that this model can effectively evaluate comprehensive abilities of suppliers, with high level of accuracy and feasibility. Â© 2009 IEEE.","","2026-01-27 19:09:44","2026-01-27 19:09:44","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LH6YMJHL","journalArticle","","","Data analytics for transforming towards smart supplier relationship management (A case study in manufacturing company)","","","","","","Most of large-scaled manufacturing company deals with more than fifties suppliers, which are located within the country and abroad. It is also challenging to manage once each partner has different characteristics. Thus, a proper supplier relationship management (SRM) program is needed. Most of the company has gathered huge number of data","","2026-01-27 19:09:44","2026-01-27 19:09:44","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DNLCL5PF","journalArticle","","","Supplier selection based on a neural network model using genetic algorithm","","","","10.1109/TNN.2009.2027321","","In this paper, a decision-making model was developed to select suppliers using neural networks (NNs). This model used historical supplier performance data for selection of vendor suppliers. Input and output were designed in a unique manner for training purposes. The managers' judgments about suppliers were simulated by using a pairwise comparisons matrix for output estimation in the NN. To obtain the benefit of a search technique for model structure and training, genetic algorithm (GA) was applied for the initial weights and architecture of the network. The suppliers' database information (input) can be updated over time to change the suppliers' score estimation based on their performance. The case study illustrated shows how the model can be applied for suppliers' selection. Â© 2009 IEEE.","","2026-01-27 19:09:44","2026-01-27 19:09:44","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QX4YUQDZ","journalArticle","","","Study on supplier selection based on AHP and BP neural network","","","","10.1109/WKDD.2008.16","","In accordance -with the issue that the selection of suppliers lacks supporting theory, this paper mainly adopts Analytic Hierarchy Process to determine the best supplier, thus the management decision-making is going to be more scientific. In the mean-while, through quantification calculation of the five indexes of suppliers selection and appraisal, which are the supplier's quality, the supplying situation, the communication and service, the transaction cost and arrear permission sum, as well as the Uniform Examination by using the BP neural network, the insufficiently objective problem of the AHP has been made up scientifically, and the decision-making is more scientific and credible. Â© 2008 IEEE.","","2026-01-27 19:09:44","2026-01-27 19:09:44","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CK7V52YE","journalArticle","","","Dashboard application model in supplier evaluation by using artificialimmune system and data mining methods","","","","","","Globalization and rapid developments in science and technology lead toan increase in competition and diffraction in the objectives in theproduction methods. In order to meet the rapidly changing anddifferentiated needs, manufacturing businesses are left againsttechnological renewal. Especially usage of the data that is collected inelectronic media and the ease of access to information forces businessesto review computer systems on point of production management.Visualization of the data analyzed in the databases is a suitablesolution in the decision-making processes of the manufacturingcompanies. In this context, the dashboard is seen as a good support toolespecially for the manufacturing businesses, at a fast and accuratedecision-making point. This article represents a new model approach toaccumulated analysis and its sharing for the manufacturing businesses byusing the artificial immune system and data mining techniques under thetitle of the dashboard. In the model, data is increased and handled withclonal selection algorithm. In the analysis stage, the data is clusteredwith kmeans algorithm. The data are visualized by calculating theweighted average and the performance indicators. The visuals that havebeen obtained will be shared with an app which supports the decisionmakers with the dashboard rules. Our approach provides a new approachingmodel to unite, analyze and visualize the collections of data.","","2026-01-27 19:09:43","2026-01-27 19:09:43","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8ZSTZ43E","journalArticle","","","A Hybrid Supplier Selection Approach Using Machine Learning and Data Envelopment Analysis","","","","10.1109/i-PACT52855.2021.9696826","","Although supplier selection is an old topic in operations management, newer methods developed to improve the existing procedures day by day. With the rise of artificial intelligence, recent forms of supplier selection criteria, such as DEA (Data Envelopment Analysis), can be paired with specific machine learning algorithms to yield performance efficiencies or decisions that are accurate, as the relative efficiency results from the DEA method alone are dependent on the number of observations","","2026-01-27 19:09:43","2026-01-27 19:09:43","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6FMRFGQQ","journalArticle","","","CLUS-MCDA: A novel framework based on cluster analysis and multiple criteria decision theory in a supplier selection problem","","","","10.1016/j.cie.2018.03.011","","In past recent years, by increasing in the considerations on the significance of data science many studies have been developed concerning the big data structured problems. Along with the information science, in the field of decision science, multi-attribute decision-making (MADM) approaches have been considerably applied in research studies. One of the most important procedures in supply chain management is selecting the optimal supplier to maintain the long-term productivity of the supply chain. There has been a vast amount of research which utilized MADM approaches to tackle the supplier selection problems, but only a few of these research considered big data structured problems. The current study presents a comprehensive novel approach for improving Multiple Criteria Decision Analysis (MCDA) based on cluster analysis considering crisp big data structure input which is called CLUS-MCDA (Cluster analysis for improving Multiple Criteria Decision Analysis) algorithm. The proposed method is based on consolidating a data mining technique i.e. k-means clustering method and a MADM approach which is MULTIMOORA method. CLUS-MCDA method is a fast and practical approach which has been developed in this research which is implied in a supplier selection problem considering crisp big data structured input. A real-world case study in MAMUT multi-national corporation has been presented to show the validity and practicality of the CLUS-MCDA approach which calculated considering the business areas and criteria based on expert comments of mentioned organizations and previous literature on supplier selection problem. Â© 2018 Elsevier Ltd","","2026-01-27 19:09:43","2026-01-27 19:09:43","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USBQZNUU","journalArticle","","","The application of data mining and BP neural network in supplier selection","","","","10.1109/ICCSIT.2008.138","","For implementing supply chain management effectively, it is very important to select suppliers. So a supplier selection model which could evaluate the performance of suppliers was proposed based on rough sets and BP neural network from the perspective of Knowledge Discovery and Data Mining at first. Then, the calculation and analysis process of the model was given and discussed. The performance decision making table and discernable matrix were designed, and the BP neural network and BP algorithm were put forward. Finally, the model was applied into a practical example of manufacturing supplier performance evaluation. After the Balanced Scorecard Index System was reduced and the reduction indexes were input to neural network for intelligent training, the evaluated sample was input to the trained network, the supplier performance evaluation value was gained. The evaluation result is consistent with the actual result. Thus, by use of this method, we can select the best supplier whose performance is the best. Â© 2008 IEEE.","","2026-01-27 19:09:43","2026-01-27 19:09:43","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P5CQGRB2","journalArticle","","","Evaluation Model of Power Operation and Maintenance Based on Text Emotion Analysis","","","","10.1155/2021/2824689","","The application of data mining technology in power field mainly focuses on the application of power defect text and dispatching text. However, the power operation and maintenance data contains a lot of information about power equipment suppliers. Taking the operation and maintenance text involving power equipment suppliers as an example, this paper summarizes the theme of operation and maintenance text and studies the evaluation model of power equipment suppliers. The next sentence prediction analysis model of single round dialogue text based on transformer bidirectional encoder prediction and cosine similarity weighting is proposed, which can effectively divide the topic of dialogue text. Aiming at the semantic richness and complexity of power operation and maintenance text, a supplier evaluation model based on text emotion analysis is proposed. Based on the expansion of the entries and attributes of the existing power ontology dictionary, the dialogue emotion analysis rules are established to realize the normal evaluation of power equipment suppliers","","2026-01-27 19:09:43","2026-01-27 19:09:43","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HRE6PBDS","journalArticle","","","An improved K-means algorithm for supplier evaluation and recommendation of purchase and supply platform","","","","10.1088/1742-6596/1650/3/032165","","Aiming at the problem of supplier evaluation and selection in B2B e-commerce, a supplier evaluation and recommendation method based on improved k-means algorithm is proposed. Firstly, this paper analyzes the supplier evaluation and recommendation ideas based on the purchase and supply platform, and proposes the data mining algorithm ideas of clustering analysis and AHP evaluation","","2026-01-27 19:09:43","2026-01-27 19:09:43","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QYZEFPU8","journalArticle","","","A decision support system for classifying supplier selection criteria using machine learning and random forest approach","","","","10.1016/j.dajour.2023.100238","","Supplier selection is an important process in supply chain management that sets a foundation for a long-term partnership with suppliers that can greatly contribute to the success or failure of a business. This study aims to identify, validate and propose a comprehensive list of supplier selection criteria applicable to most organizations. The proposed integrated framework comprises four widely used supervised machine learning (ML) models of Random Forest (RF) classifier and RF-based feature selection algorithm to identify a comprehensive list of critical criteria and their performance measures. We present a case study and show the RF classifier's performance increased by 3.89% in accuracy and 5.17% in f-score after removing non-critical criteria. Nine criteria are identified as critical among 30 potential criteria considered for supplier selection. Quality, On-Time Delivery, Material Price, and Information sharing are the topmost critical criteria. Another key finding of this study is that transportation cost is a crucial criterion that has received little attention in prior studies. Managers can use this framework to focus on specific criteria when selecting suppliers rather than considering less important criteria or prioritizing the criteria and the suppliers according to their requirements. Many supplier selection studies are reported in the literature, but few studies have utilized machine learning to improve efficacy and effectiveness in supplier evaluation and selection. Â© 2023 The Author(s)","","2026-01-27 19:09:43","2026-01-27 19:09:43","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GKZ3FRKR","journalArticle","","","A supervised machine learning approach to data-driven simulation of resilient supplier selection in digital manufacturing","","","","10.1016/j.ijinfomgt.2019.03.004","","There has been an increased interest in resilient supplier selection in recent years, much of it focusing on forecasting the disruption probabilities. We conceptualize an entirely different approach to analyzing the risk profiles of supplier performance under uncertainty by utilizing the data analytics capabilities in digital manufacturing. Digital manufacturing peculiarly challenge the supplier selection by the dynamic order allocations, and opens new opportunities to exploit the digital data to improve sourcing decisions. We develop a hybrid technique, combining simulation and machine learning and examine its applications to data-driven decision-making support in resilient supplier selection. We consider on-time delivery as an indicator for supplier reliability, and explore the conditions surrounding the formation of resilient supply performance profiles. We theorize the notions of risk profile of supplier performance and resilient supply chain performance. We show that the associations of the deviations from the resilient supply chain performance profile with the risk profiles of supplier performance can be efficiently deciphered by our approach. The results suggest that a combination of supervised machine learning and simulation, if utilized properly, improves the delivery reliability. Our approach can also be of value when analyzing the supplier base and uncovering the critical suppliers, or combinations of suppliers the disruption of which result in the adverse performance decreases. The results of this study advance our understanding about how and when machine learning and simulation can be combined to create digital supply chain twins, and through these twins improve resilience. The proposed data-driven decision-making model for resilient supplier selection can be further exploited for design of risk mitigation strategies in supply chain disruption management models, re-designing the supplier base or investing in most important and risky suppliers.","","2026-01-27 19:09:43","2026-01-27 19:09:43","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"52CHTQ89","journalArticle","","","DESIGNING A SUPPLIER EVALUATION MODEL IN THE CHEESE INDUSTRY USING HYBRID METHOD","","","","","","Evaluation of raw material suppliers by measuring their performance is an important thing that must be done in order to support companies to meet consumer desires and win market competition. In accordance with the development of the application of industry 4.0, we need a model that is more reliable and able to utilize the available data. This study seeks to design a supplier evaluation model in the food industry with case studies in the processed cheese industry through techniques in data science. This research was conducted at a processed cheddar cheese company, with the main raw material being young cheddar cheese imported from 6 suppliers from Australia-Oceania and America. There were 5 supplier performance criteria considering in the model, include price, customer care, quantity, and delivery. Data Envelopment Analysis (DEA) was conducted for data processing in acquisition in supplier performance. Two machine learning model, Decision Tree (DT) and Artificial Neural Network (ANN) were developed to assess the supplier performance. The result show that machine learning approach combined with DEA enable to monitor current supplier performance. The result show that ANN had the fit accuracy for supplier evaluations with 92.8%. Â© 2022 Editura Politechnica. All rights reserved.","","2026-01-27 19:09:43","2026-01-27 19:09:43","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"T3KLBA58","journalArticle","","","Identification of Core Suppliers Based on E-Invoice Data Using Supervised Machine Learning","","","","","","Since not all suppliers are to be managed in the same way, a purchasing strategy requires proper supplier segmentation so that the most suitable strategies can be used for different segments. Most existing methods for supplier segmentation, however, either depend on subjective judgements or require significant efforts. To overcome the limitations, this paper proposes a novel approach for supplier segmentation. The objective of this paper is to develop an automated and effective way to identify core suppliers, whose profit impact on a buyer is significant. To achieve this objective, the application of a supervised machine learning technique, Random Forests (RF), to e-invoice data is proposed. To validate the effectiveness, the proposed method has been applied to real e-invoice data obtained from an automobile parts manufacturer. Results of high accuracy and the area under the curve (AUC) attest to the applicability of our approach. Our method is envisioned to be of value for automating the identification of core suppliers. The main benefits of the proposed approach include the enhanced efficiency of supplier segmentation procedures. Besides, by utilizing a machine learning method to e-invoice data, our method results in more reliable segmentation in terms of selecting and weighting variables.","","2026-01-27 19:09:43","2026-01-27 19:09:43","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NGWWNEEU","journalArticle","","","Optimal Strategy for Supplier Selection in a Global Supply Chain Using Machine Learning Technique","","","","10.4018/IJDSST.292449","","This paper proposes an optimization strategy for the best selection process of suppliers. Based on recent literature reviews, the paper assumes a selection of commonly used variables for selecting suppliers and using logistic regression algorithm technique to build a model of optimization that learns from customer requirements and supplier data and then makes predictions and recommendations for best suppliers. The supplier selection process can quickly at times turn into a complex task for decision-makers to deal with the growing number of suppliers. But logistics regression technique makes the process easier in the ability to efficiently fetch customer requirements with the entire supplier base list by predicting a list of potential suppliers meeting the actual requirements. The selected suppliers make up the recommendation list for the best suppliers for the requirements. And finally, graphical representations are given to showcase the framework analysis, variable selection, and other illustrations about the model analysis.","","2026-01-27 19:09:42","2026-01-27 19:09:42","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"24HMQZBV","journalArticle","","","Intelligent decision making for service providers selection in maintenance service network: An adaptive fuzzy-neuro approach","","","","10.1016/j.knosys.2019.105263","","Establishment of a maintenance service network has become increasingly urgent to ensure the safety and reliability of agricultural operation in busy farming seasons. This paper aims to design the maintenance service network in agriculture and focuses on the joint selection of service providers in network nodes. A novel intelligent decision-making approach is developed based on expert knowledge and machine learning techniques. First, a set of evaluation criteria for the group of service providers is defined from both qualitative and quantitative aspects. The adaptive fuzzy-neuro approach is proposed for selection of the group of service providers. Fuzzy rules designed by experts are applied for scheme classification and adaptive neural network is developed for the modification of memberships functions. Lastly, the proposed methodology is demonstrated by designing a real maintenance service network in Hunan, China. Experimental results in real application scenarios manifest that the proposed approach provides optimal solutions for decision making and providers selection in a maintenance service network. (C) 2019 Elsevier B.V. All rights reserved.","","2026-01-27 19:09:42","2026-01-27 19:09:42","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"K3QVK3KZ","journalArticle","","","Integration of particle swarm optimization-based fuzzy neural network and artificial neural network for supplier selection","","","","10.1016/j.apm.2010.03.033","","This study is intended to develop an intelligent supplier decision support system which is able to consider both the quantitative and qualitative factors. It is composed of (1) the collection of quantitative data such as profit and productivity, (2) a particle swarm optimization (PSO)-based fuzzy neural network (FNN) to derive the rules for qualitative data, and (3) a decision integration model for integrating both the quantitative data and fuzzy knowledge decision to achieve the optimal decision. The results show that the decision support system developed in this study make more precise and favorable judgments in selecting suppliers after taking into account both qualitative and quantitative factors. (C) 2010 Elsevier Inc. All rights reserved.","","2026-01-27 19:09:42","2026-01-27 19:09:42","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"K2N9YGSA","journalArticle","","","A case based reasoning approach on supplier selection in petroleum enterprises","","","","10.1016/j.eswa.2010.12.055","","Petroleum is an important strategic material which is connected with the vitals and safety of the national economy, and the supplier selections are related to the safety of petroleum production and supply. However, the traditional approaches for supplier selections are limited in subjective evaluation of weights, inaccurate assessing rules, and inefficient decision-making. Although most of the current methods are widely applied in corporation management, a more efficient approach needs to be proposed for supplier selection of oil enterprise. This paper summarizes the particular characteristics of the supply chain of Chinese petroleum enterprises, analyzes the limitations of the traditional methods of supplier selection, and brought forward the method based on case reasoning system (CBR) for petroleum enterprises. The method based on data mining techniques which solves three key problems of CBR, includes calculating the weights of the attributes with information entropy in case warehouse organizing process objectively, evaluating the similarities with k-prototype clustering between the original and target cases in case retrieving process exactly, and extracting the potential rules with back propagation neural networks from conclusions in maintenance and revising process efficiently. It demonstrates the advantages, practicability and validity of this method via case study finally. (C) 2010 Elsevier Ltd. All rights reserved.","","2026-01-27 19:09:42","2026-01-27 19:09:42","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"794UZREA","journalArticle","","","Integration of artificial neural network and MADA methods for green supplier selection","","","","10.1016/j.jclepro.2010.03.020","","In recent years, with the raising of awareness in environmental protection and sustainable development in enterprises, the green issue has become more and more critical in supply chain management. This study intends to develop a green supplier selection model which integrates artificial neural network (ANN) and two multi-attribute decision analysis (MADA) methods: data envelopment analysis (DEA) and analytic network process (ANP). It is called ANN-MADA hybrid method. ANN-MADA hybrid method considers both practicality in traditional supplier selection criteria and environmental regulations. It also overcomes traditional DEA drawbacks, limitations of data accuracy and decision-making units (DMUs) amounts constraint. The model evaluation results of an international well-known camera manufacturer indicate that the ANN-MADA hybrid method outperforms two other hybrid methods, ANN-DEA and ANP-DEA. It was also discovered that ANN-MADA has better power of discrimination and noise-insensitivity in evaluating green suppliers' performances. (C) 2010 Elsevier Ltd. All rights reserved.","","2026-01-27 19:09:42","2026-01-27 19:09:42","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8L4KSK78","journalArticle","","","Learning to Select Supplier Portfolios for Service Supply Chain","","","","","","The research on service supply chain has attracted more and more focus from both academia and industrial community. In a service supply chain, the selection of supplier portfolio is an important and difficult problem due to the fact that a supplier portfolio may include multiple suppliers from a variety of fields. To address this problem, we propose a novel supplier portfolio selection method based on a well known machine learning approach, i.e., Ranking Neural Network (RankNet). In the proposed method, we regard the problem of supplier portfolio selection as a ranking problem, which integrates a large scale of decision making features into a ranking neural network. Extensive simulation experiments are conducted, which demonstrate the feasibility and effectiveness of the proposed method. The proposed supplier portfolio selection model can be applied in a real corporation easily in the future.","","2026-01-27 19:09:42","2026-01-27 19:09:42","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GDJVPKHU","journalArticle","","","A hybrid ensemble and AHP approach for resilient supplier selection","","","","10.1007/s10845-016-1241-y","","Suppliers play a crucial role in achieving the supply chain goals. In the context of risk management, suppliers are the most common source of external risks in modern supply chains. The recognition that continuity of supply chain flow under disruptive event is a critical issue has brought the attention of companies to the selection of resilient suppliers. In contrast to the extensive number of researches on traditional and green criteria of supplier selection, the criteria associated with resilient supplier selection are not well explored yet. This paper first seeks to explore the resilience criteria for supplier selection based on the notion of resilience capacities which can be divided into three categories: absorptive capacity, adaptive capacity, and restorative capacity. Absorptive capacity refers to the capability of system to withstand against disruptive event in prior or called as preparedness of supplier, while adaptive and restoration capacities imply the capability of supplier to adopt itself and restore from disruption or recoverability of supplier. We identified eight effective elements for resilience capacities which contribute to the resilience of suppliers. Advanced data mining approaches like predictive analytics models are used to predict the resilience value of each supplier. We applied ensemble methods by combining binomial logistics regression, classification and regression trees, and neural network to obtain better predictive performance than individual algorithm from the historical data to predict individual supplier's resiliency. This resilience value, obtained from ensemble methods, is coupled with additional four variables to assess the suppliers' overall performance and rank them using different supplier selection models. Finally, a case study has been performed on international plastic raw material suppliers for a U.S. based manufacturer.","","2026-01-27 19:09:42","2026-01-27 19:09:42","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
